"","Rat_EntrezGene.ID","Mouse_EntrezGene.ID","MouseVsRat_EntrezGene.ID"
"10243","499618","320604","320604_499618"
"10244","100359753","436022","436022_100359753"
"10245","499617","170767","170767_499617"
"10246","360695","70967","70967_360695"
"10247","305464","277854","277854_305464"
"10248","300967","81907","81907_300967"
"10249","299757","67405","67405_299757"
"10250","65053","237504","237504_65053"
"10251","297342","232089","232089_297342"
"10252","501070","320256","320256_501070"
"10253","685169","109349","109349_685169"
"10254","171393","232370","232370_171393"
"10255","316085","67095","67095_316085"
"10256","276720","211480","211480_276720"
"10257","85250","12832","12832_85250"
"10258","363866","140498","140498_363866"
"10259","85259","12788","12788_85259"
"10260","83511","20538","20538_83511"
"10261","300653","21683","21683_300653"
"10262","290552","328370","328370_290552"
"10263","80722","74499","74499_80722"
"10264","689765","381694","381694_689765"
"10265","289595","100978","100978_289595"
"10266","25658","231103","231103_25658"
"10267","290811","234138","234138_290811"
"10268","361317","225432","225432_361317"
"10269","304935","83993","83993_304935"
"10270","502372","74075","74075_502372"
"10271","100361431","668110","668110_100361431"
"10272","25187","15560","15560_25187"
"10273","296207","228715","228715_296207"
"10274","306687","66631","66631_306687"
"10275","100359977","69655","69655_100359977"
"10276","690751","319481","319481_690751"
"10277","301039","382111","382111_301039"
"10278","366064","26877","26877_366064"
"10279","690076","217306","217306_690076"
"10280","501738","217304","217304_501738"
"10281","501736","217303","217303_501736"
"10282","287818","246746","246746_287818"
"10283","304650","70134","70134_304650"
"10284","171454","66830","66830_171454"
"10285","116648","11859","11859_116648"
"10286","363675","59045","59045_363675"
"10287","29175","13038","13038_29175"
"10288","25054","18212","18212_25054"
"10289","294260","108077","108077_294260"
"10290","294250","53761","53761_294250"
"10291","498266","66352","66352_498266"
"10292","499076","232807","232807_499076"
"10293","29209","12373","12373_29209"
"10294","116694","73647","73647_116694"
"10295","29618","12226","12226_29618"
"10296","298954","75456","75456_298954"
"10297","246149","231044","231044_246149"
"10298","304883","11352","11352_304883"
"10299","25435","13631","13631_25435"
"10300","25569","22044","22044_25569"
"10301","29157","12452","12452_29157"
"10302","140667","64933","64933_140667"
"10303","368042","107182","107182_368042"
"10304","362404","20917","20917_362404"
"10305","298699","235036","235036_298699"
"10306","301005","23918","23918_301005"
"10307","291624","107045","107045_291624"
"10308","29711","12040","12040_29711"
"10309","291556","70223","70223_291556"
"10310","361532","64383","64383_361532"
"10311","681395","386611","386611_681395"
"10312","681407","71300","71300_681407"
"10313","315911","66889","66889_315911"
"10314","305287","69940","69940_305287"
"10315","313200","72479","72479_313200"
"10316","305685","69156","69156_305685"
"10317","301513","58184","58184_301513"
"10318","288671","59008","59008_288671"
"10319","366567","231098","231098_366567"
"10320","314630","66932","66932_314630"
"10321","305827","218973","218973_305827"
"10322","313772","140500","140500_313772"
"10323","303396","66884","66884_303396"
"10324","309918","192657","192657_309918"
"10325","366984","71949","71949_366984"
"10326","307833","71955","71955_307833"
"10327","65134","56389","56389_65134"
"10328","24310","11421","11421_24310"
"10329","498012","217246","217246_498012"
"10330","303614","66313","66313_303614"
"10331","360823","68420","68420_360823"
"10332","363002","83797","83797_363002"
"10333","83498","15384","15384_83498"
"10334","289777","60530","60530_289777"
"10335","498875","225638","225638_498875"
"10336","303470","217127","217127_303470"
"10337","64511","110606","110606_64511"
"10338","313235","107684","107684_313235"
"10339","294343","64453","64453_294343"
"10340","302812","208968","208968_302812"
"10341","315798","235469","235469_315798"
"10342","362751","72736","72736_362751"
"10343","294673","15212","15212_294673"
"10344","684771","67849","67849_684771"
"10345","79214","14423","14423_79214"
"10346","361972","320782","320782_361972"
"10347","305911","219105","219105_305911"
"10348","305913","76007","76007_305913"
"10349","171068","18986","18986_171068"
"10350","314623","59090","59090_314623"
"10351","360243","21973","21973_360243"
"10352","296969","58246","58246_296969"
"10353","361565","101568","101568_361565"
"10354","315309","21422","21422_315309"
"10355","360540","56697","56697_360540"
"10356","246143","67169","67169_246143"
"10357","360866","240880","240880_360866"
"10358","366276","68879","68879_366276"
"10359","81826","20515","20515_81826"
"10360","292087","382038","382038_292087"
"10361","307029","225131","225131_307029"
"10362","246216","28000","28000_246216"
"10363","65028","15502","15502_65028"
"10364","300721","58233","58233_300721"
"10365","302946","83396","83396_302946"
"10366","114862","58226","58226_114862"
"10367","308795","80889","80889_308795"
"10368","116996","16170","16170_116996"
"10369","502348","170460","170460_502348"
"10370","308789","101592","101592_308789"
"10371","308797","80982","80982_308797"
"10372","286993","216965","216965_286993"
"10373","688785","93679","93679_688785"
"10374","498179","72650","72650_498179"
"10375","361552","101543","101543_361552"
"10376","361697","108995","108995_361697"
"10377","85246","14457","14457_85246"
"10378","303563","217214","217214_303563"
"10379","84580","15184","15184_84580"
"10380","360642","76719","76719_360642"
"10381","360620","68524","68524_360620"
"10382","171055","15985","15985_171055"
"10383","307893","209239","209239_307893"
"10384","302982","193838","193838_302982"
"10385","302981","79043","79043_302981"
"10386","498394","403174","403174_498394"
"10387","316731","76781","76781_316731"
"10388","83469","228357","228357_83469"
"10389","58834","50768","50768_58834"
"10390","367056","245902","245902_367056"
"10391","79219","14803","14803_79219"
"10392","299211","238331","238331_299211"
"10393","303774","217351","217351_303774"
"10394","365360","74424","74424_365360"
"10395","362171","72446","72446_362171"
"10396","84479","217030","217030_84479"
"10397","313340","329877","329877_313340"
"10398","362083","381353","381353_362083"
"10399","312981","65973","65973_312981"
"10400","314996","268807","268807_314996"
"10401","301221","56738","56738_301221"
"10402","295333","329727","329727_295333"
"10403","619558","66270","66270_619558"
"10404","288771","56516","56516_288771"
"10405","310519","386750","386750_310519"
"10406","301009","80987","80987_301009"
"10407","171547","78892","78892_171547"
"10408","310631","72640","72640_310631"
"10409","102554838","380842","380842_102554838"
"10410","362925","380993","380993_362925"
"10411","498119","224008","224008_498119"
"10412","312927","12421","12421_312927"
"10413","361604","83671","83671_361604"
"10414","362303","52323","52323_362303"
"10415","295625","227937","227937_295625"
"10416","60333","56047","56047_60333"
"10417","363554","328783","328783_363554"
"10418","309855","103199","103199_309855"
"10419","287746","57778","57778_287746"
"10420","114858","20418","20418_114858"
"10421","499174","545975","545975_499174"
"10422","365213","378430","378430_365213"
"10423","315776","70549","70549_315776"
"10424","313216","109331","109331_313216"
"10425","316611","347722","347722_316611"
"10426","170911","18706","18706_170911"
"10427","301085","17281","17281_301085"
"10428","54257","14806","14806_54257"
"10429","309523","240641","240641_309523"
"10430","309887","77987","77987_309887"
"10431","313819","17776","17776_313819"
"10432","290783","80286","80286_290783"
"10433","498959","76454","76454_498959"
"10434","117242","23964","23964_117242"
"10435","313018","69073","69073_313018"
"10436","308015","23844","23844_308015"
"10437","308016","229933","229933_308016"
"10438","499721","229927","229927_499721"
"10439","362522","242466","242466_362522"
"10440","316205","70530","70530_316205"
"10441","317578","74131","74131_317578"
"10442","298340","56774","56774_298340"
"10443","252858","232288","232288_252858"
"10444","292735","192192","192192_292735"
"10445","297339","12332","12332_297339"
"10446","678739","110094","110094_678739"
"10447","293620","27388","27388_293620"
"10448","361689","54445","54445_361689"
"10449","29712","16518","16518_29712"
"10450","691984","23888","23888_691984"
"10451","25195","13492","13492_25195"
"10452","362607","16650","16650_362607"
"10453","311183","55935","55935_311183"
"10454","303569","51799","51799_303569"
"10455","360949","231207","231207_360949"
"10456","314384","73086","73086_314384"
"10457","362652","214063","214063_362652"
"10458","259269","238988","238988_259269"
"10459","266764","73174","73174_266764"
"10460","313196","230249","230249_313196"
"10461","295076","639634","639634_295076"
"10462","502533","433597","433597_502533"
"10463","295072","666803","666803_295072"
"10464","57300","67758","67758_57300"
"10465","502534","229333","229333_502534"
"10466","688749","22158","22158_688749"
"10467","500686","380768","380768_500686"
"10468","689613","194126","194126_689613"
"10469","54305","20606","20606_54305"
"10470","689253","269198","269198_689253"
"10471","310376","245269","245269_310376"
"10472","361569","233210","233210_361569"
"10473","309478","72672","72672_309478"
"10474","304334","80752","80752_304334"
"10475","367793","107815","107815_367793"
"10476","24382","76051","76051_24382"
"10477","84477","14389","14389_84477"
"10478","66023","14588","14588_66023"
"10479","360835","227485","227485_360835"
"10480","289904","74843","74843_289904"
"10481","191573","242443","242443_191573"
"10482","304827","240776","240776_304827"
"10483","691275","75773","75773_691275"
"10484","304823","226438","226438_304823"
"10485","246217","53972","53972_246217"
"10486","499000","71164","71164_499000"
"10487","303056","319767","319767_303056"
"10488","140898","54324","54324_140898"
"10489","306338","64296","64296_306338"
"10490","191569","18585","18585_191569"
"10491","245708","73707","73707_245708"
"10492","296307","74562","74562_296307"
"10493","680014","77805","77805_680014"
"10494","311055","66860","66860_311055"
"10495","305311","22165","22165_305311"
"10496","306357","78816","78816_306357"
"10497","293733","16319","16319_293733"
"10498","305438","81840","81840_305438"
"10499","293489","75764","75764_293489"
"10500","310448","242050","242050_310448"
"10501","362573","230676","230676_362573"
"10502","171120","108829","108829_171120"
"10503","367172","72831","72831_367172"
"10504","294559","18302","18302_294559"
"10505","303242","327954","327954_303242"
"10506","689931","67749","67749_689931"
"10507","25663","16177","16177_25663"
"10508","171106","107527","107527_171106"
"10509","117104","71978","71978_117104"
"10510","362257","228850","228850_362257"
"10511","100302465","71007","71007_100302465"
"10512","295985","76894","76894_295985"
"10513","688285","546519","546519_688285"
"10514","64042","216749","216749_64042"
"10515","83620","12704","12704_83620"
"10516","305710","674895","674895_305710"
"10517","301570","109032","109032_301570"
"10518","364900","269037","269037_364900"
"10519","361580","14884","14884_361580"
"10520","361953","624866","624866_361953"
"10521","689462","435772","435772_689462"
"10522","681924","71275","71275_681924"
"10523","304608","58223","58223_304608"
"10524","100910460","381522","381522_100910460"
"10525","191571","270120","270120_191571"
"10526","309925","238726","238726_309925"
"10527","308587","243967","243967_308587"
"10528","291750","75964","75964_291750"
"10529","298543","230806","230806_298543"
"10530","306165","58245","58245_306165"
"10531","266998","237831","237831_266998"
"10532","100362324","218629","218629_100362324"
"10533","501100","114570","114570_501100"
"10534","303684","338364","338364_303684"
"10535","79122","14149","14149_79122"
"10536","309071","66930","66930_309071"
"10537","361667","101437","101437_361667"
"10538","85270","21689","21689_85270"
"10539","306790","20354","20354_306790"
"10540","298643","28010","28010_298643"
"10541","365023","77087","77087_365023"
"10542","499783","99326","99326_499783"
"10543","114032","380728","380728_114032"
"10544","303280","72503","72503_303280"
"10545","314126","217578","217578_314126"
"10546","317435","110380","110380_317435"
"10547","361436","114896","114896_361436"
"10548","303617","207165","207165_303617"
"10549","497756","69983","69983_497756"
"10550","312272","232714","232714_312272"
"10551","312647","74244","74244_312647"
"10552","361653","233912","233912_361653"
"10553","302967","76498","76498_302967"
"10554","293024","75547","75547_293024"
"10555","361244","210108","210108_361244"
"10556","192178","213988","213988_192178"
"10557","307829","11906","11906_307829"
"10558","360509","94176","94176_360509"
"10559","503435","635396","635396_503435"
"10560","100362173","619294","619294_100362173"
"10561","100361422","73934","73934_100361422"
"10562","680370","74987","74987_680370"
"10563","408233","20731","20731_408233"
"10564","316573","227325","227325_316573"
"10565","500595","68859","68859_500595"
"10566","100360302","227648","227648_100360302"
"10567","360575","268445","268445_360575"
"10568","299830","320398","320398_299830"
"10569","81641","16790","16790_81641"
"10570","306759","20745","20745_306759"
"10571","680252","13401","13401_680252"
"10572","364688","637277","637277_364688"
"10573","25051","14652","14652_25051"
"10574","24953","14527","14527_24953"
"10575","291967","70796","70796_291967"
"10576","302810","320376","320376_302810"
"10577","314168","217648","217648_314168"
"10578","289309","383592","383592_289309"
"10579","500685","217682","217682_500685"
"10580","295496","108943","108943_295496"
"10581","29745","20355","20355_29745"
"10582","305886","59049","59049_305886"
"10583","362037","211556","211556_362037"
"10584","690253","225655","225655_690253"
"10585","498185","170756","170756_498185"
"10586","362580","73332","73332_362580"
"10587","29583","18613","18613_29583"
"10588","100362676","546611","546611_100362676"
"10589","83577","16407","16407_83577"
"10590","117559","64051","64051_117559"
"10591","501923","66278","66278_501923"
"10592","367318","404545","404545_367318"
"10593","259243","80334","80334_259243"
"10594","305408","70693","70693_305408"
"10595","290577","218914","218914_290577"
"10596","293023","207952","207952_293023"
"10597","303533","66720","66720_303533"
"10598","360654","432611","432611_360654"
"10599","24816","21390","21390_24816"
"10600","305386","231225","231225_305386"
"10601","502916","232441","232441_502916"
"10602","315344","71726","71726_315344"
"10603","84609","20359","20359_84609"
"10604","399489","13555","13555_399489"
"10605","686505","235040","235040_686505"
"10606","353118","56527","56527_353118"
"10607","25562","27224","27224_25562"
"10608","117108","76898","76898_117108"
"10609","306376","72281","72281_306376"
"10610","307296","269023","269023_307296"
"10611","25105","18158","18158_25105"
"10612","307982","18175","18175_307982"
"10613","300053","16581","16581_300053"
"10614","289052","226470","226470_289052"
"10615","306251","16424","16424_306251"
"10616","315666","244879","244879_315666"
"10617","316335","56030","56030_316335"
"10618","289397","16565","16565_289397"
"10619","305367","212285","212285_305367"
"10620","25206","239134","239134_25206"
"10621","65032","15566","15566_65032"
"10622","362683","320473","320473_362683"
"10623","29547","26557","26557_29547"
"10624","361987","229541","229541_361987"
"10625","287871","74370","74370_287871"
"10626","29456","17755","17755_29456"
"10627","78957","243961","243961_78957"
"10628","140610","56710","56710_140610"
"10629","29313","20256","20256_29313"
"10630","106146145","545192","545192_106146145"
"10631","315953","56492","56492_315953"
"10632","116498","14065","14065_116498"
"10633","309722","69288","69288_309722"
"10634","29731","16491","16491_29731"
"10635","117284","242274","242274_117284"
"10636","313834","75292","75292_313834"
"10637","64394","22401","22401_64394"
"10638","311607","71389","71389_311607"
"10639","288118","208171","208171_288118"
"10640","364224","75572","75572_364224"
"10641","315120","105844","105844_315120"
"10642","25572","22163","22163_25572"
"10643","313705","242748","242748_313705"
"10644","84408","12564","12564_84408"
"10645","306750","213311","213311_306750"
"10646","313860","106522","106522_313860"
"10647","498038","73569","73569_498038"
"10648","361570","65116","65116_361570"
"10649","361652","100043597","100043597_361652"
"10650","300367","234959","234959_300367"
"10651","25648","11987","11987_25648"
"10652","360560","74477","74477_360560"
"10653","308509","233103","233103_308509"
"10654","81024","15893","15893_81024"
"10655","304104","207932","207932_304104"
"10656","116684","75475","75475_116684"
"10657","312502","52055","52055_312502"
"10658","291234","17345","17345_291234"
"10659","306306","72972","72972_306306"
"10660","64015","13992","13992_64015"
"10661","680270","75338","75338_680270"
"10662","24185","11651","11651_24185"
"10663","315771","235439","235439_315771"
"10664","246186","234199","234199_246186"
"10665","501146","227154","227154_501146"
"10666","313837","70536","70536_313837"
"10667","309678","216131","216131_309678"
"10668","309069","214764","214764_309069"
"10669","310327","229214","229214_310327"
"10670","500157","243407","243407_500157"
"10671","299188","217695","217695_299188"
"10672","688721","225875","225875_688721"
"10673","362900","30945","30945_362900"
"10674","24397","237213","237213_24397"
"10675","308493","76686","76686_308493"
"10676","502731","232585","232585_502731"
"10677","689207","381148","381148_689207"
"10678","307861","57321","57321_307861"
"10679","304558","209683","209683_304558"
"10680","294963","74600","74600_294963"
"10681","100359484","232816","232816_100359484"
"10682","315804","319758","319758_315804"
"10683","498579","100504518","100504518_498579"
"10684","307390","107035","107035_307390"
"10685","296384","98999","98999_296384"
"10686","303312","192652","192652_303312"
"10687","680155","218850","218850_680155"
"10688","306616","17930","17930_306616"
"10689","313785","15898","15898_313785"
"10690","294979","21744","21744_294979"
"10691","313253","72701","72701_313253"
"10692","498166","330217","330217_498166"
"10693","362364","66873","66873_362364"
"10694","313776","74183","74183_313776"
"10695","361596","269951","269951_361596"
"10696","307796","102075","102075_307796"
"10697","499806","66748","66748_499806"
"10698","302378","78134","78134_302378"
"10699","500120","77485","77485_500120"
"10700","310879","71481","71481_310879"
"10701","361282","67448","67448_361282"
"10702","303000","50817","50817_303000"
"10703","500088","19331","19331_500088"
"10704","311047","227929","227929_311047"
"10705","500394","71096","71096_500394"
"10706","362271","140579","140579_362271"
"10707","362297","381626","381626_362297"
"10708","686323","22051","22051_686323"
"10709","314616","13496","13496_314616"
"10710","313234","381605","381605_313234"
"10711","117955","218756","218756_117955"
"10712","300644","235283","235283_300644"
"10713","307645","382045","382045_307645"
"10714","291854","54672","54672_291854"
"10715","100125363","320118","320118_100125363"
"10716","689844","270118","270118_689844"
"10717","684112","70661","70661_684112"
"10718","266735","237175","237175_266735"
"10719","500059","101359","101359_500059"
"10720","298873","328059","328059_298873"
"10721","498392","231162","231162_498392"
"10722","60582","16181","16181_60582"
"10723","362076","69677","69677_362076"
"10724","311783","54450","54450_311783"
"10725","296541","54448","54448_296541"
"10726","362077","215274","215274_362077"
"10727","338474","98170","98170_338474"
"10728","85423","69714","69714_85423"
"10729","685082","57908","57908_685082"
"10730","100361092","102635496","102635496_100361092"
"10731","299197","68497","68497_299197"
"10732","366517","242800","242800_366517"
"10733","296076","20813","20813_296076"
"10734","300733","56434","56434_300733"
"10735","64554","11988","11988_64554"
"10736","78961","66629","66629_78961"
"10737","363494","11605","11605_363494"
"10738","287113","19826","19826_287113"
"10739","303185","216805","216805_303185"
"10740","287990","209018","209018_287990"
"10741","302032","232566","232566_302032"
"10742","691317","70433","70433_691317"
"10743","291824","57813","57813_291824"
"10744","65161","56722","56722_65161"
"10745","367092","56380","56380_367092"
"10746","362956","110253","110253_362956"
"10747","24560","17470","17470_24560"
"10748","498910","107566","107566_498910"
"10749","299266","65256","65256_299266"
"10750","79250","11429","11429_79250"
"10751","287276","66397","66397_287276"
"10752","24513","56357","56357_24513"
"10753","502749","69923","69923_502749"
"10754","29186","12512","12512_29186"
"10755","294964","66046","66046_294964"
"10756","155192","67470","67470_155192"
"10757","361849","67500","67500_361849"
"10758","360745","66863","66863_360745"
"10759","688133","103537","103537_688133"
"10760","290212","13644","13644_290212"
"10761","361843","71361","71361_361843"
"10762","310810","20321","20321_310810"
"10763","502992","435811","435811_502992"
"10764","288743","52850","52850_288743"
"10765","300860","215351","215351_300860"
"10766","294255","70129","70129_294255"
"10767","295449","77669","77669_295449"
"10768","63836","60595","60595_63836"
"10769","171447","99633","99633_171447"
"10770","499719","381476","381476_499719"
"10771","24162","11432","11432_24162"
"10772","287984","21762","21762_287984"
"10773","500308","330409","330409_500308"
"10774","296211","241694","241694_296211"
"10775","102554658","75973","75973_102554658"
"10776","305083","226442","226442_305083"
"10777","294043","66673","66673_294043"
"10778","293016","17761","17761_293016"
"10779","313591","230753","230753_313591"
"10780","360658","260302","260302_360658"
"10781","290551","218865","218865_290551"
"10782","286901","215378","215378_286901"
"10783","287819","16470","16470_287819"
"10784","303343","67477","67477_303343"
"10785","29235","14429","14429_29235"
"10786","29234","14428","14428_29234"
"10787","361586","17364","17364_361586"
"10788","681033","71003","71003_681033"
"10789","287822","217310","217310_287822"
"10790","29558","14132","14132_29558"
"10791","365212","243864","243864_365212"
"10792","500997","69809","69809_500997"
"10793","246324","106572","106572_246324"
"10794","498497","219038","219038_498497"
"10795","680663","102871","102871_680663"
"10796","691810","232889","232889_691810"
"10797","308995","16408","16408_308995"
"10798","117026","225372","225372_117026"
"10799","116808","53601","53601_116808"
"10800","361710","20469","20469_361710"
"10801","307614","12556","12556_307614"
"10802","302817","209224","209224_302817"
"10803","360552","75273","75273_360552"
"10804","317617","245596","245596_317617"
"10805","360955","17160","17160_360955"
"10806","315069","70363","70363_315069"
"10807","362578","69216","69216_362578"
"10808","54348","53416","53416_54348"
"10809","311039","271786","271786_311039"
"10810","294429","19386","19386_294429"
"10811","361086","64929","64929_361086"
"10812","290381","219189","219189_290381"
"10813","361822","216119","216119_361822"
"10814","300052","66914","66914_300052"
"10815","84029","56185","56185_84029"
"10816","361047","219114","219114_361047"
"10817","290280","57258","57258_290280"
"10818","290279","68043","68043_290279"
"10819","290277","68631","68631_290277"
"10820","24620","19695","19695_24620"
"10821","24714","19692","19692_24714"
"10822","290270","75339","75339_290270"
"10823","280671","98258","98258_280671"
"10824","116506","12311","12311_116506"
"10825","29631","12068","12068_29631"
"10826","315593","235300","235300_315593"
"10827","113929","19069","19069_113929"
"10828","84397","21930","21930_84397"
"10829","303456","217109","217109_303456"
"10830","266766","54720","54720_266766"
"10831","360699","246738","246738_360699"
"10832","296558","99152","99152_296558"
"10833","311802","68475","68475_311802"
"10834","311029","17996","17996_311029"
"10835","311800","227615","227615_311800"
"10836","362081","30839","30839_362081"
"10837","302426","408193","408193_302426"
"10838","297911","72201","72201_297911"
"10839","362087","98766","98766_362087"
"10840","366013","227683","227683_366013"
"10841","64027","192120","192120_64027"
"10842","287418","442801","442801_287418"
"10843","287429","78304","78304_287429"
"10844","688698","76722","76722_688698"
"10845","501406","212569","212569_501406"
"10846","684755","81909","81909_684755"
"10847","363032","55934","55934_363032"
"10848","363283","108679","108679_363283"
"10849","29546","26556","26556_29546"
"10850","501157","66646","66646_501157"
"10851","361504","108841","108841_361504"
"10852","301381","75623","75623_301381"
"10853","316370","72050","72050_316370"
"10854","288080","207227","207227_288080"
"10855","303918","74197","74197_303918"
"10856","303830","70573","70573_303830"
"10857","363412","214812","214812_363412"
"10858","24479","15926","15926_24479"
"10859","291541","12683","12683_291541"
"10860","307351","67951","67951_307351"
"10861","294706","17079","17079_294706"
"10862","498891","240479","240479_498891"
"10863","293823","353211","353211_293823"
"10864","309415","381217","381217_309415"
"10865","305908","30054","30054_305908"
"10866","362609","80912","80912_362609"
"10867","364398","66597","66597_364398"
"10868","301261","224794","224794_301261"
"10869","155696","73379","73379_155696"
"10870","362113","329384","329384_362113"
"10871","292485","66848","66848_292485"
"10872","296635","227721","227721_296635"
"10873","287612","380718","380718_287612"
"10874","315722","72141","72141_315722"
"10875","684439","52504","52504_684439"
"10876","170551","330064","330064_170551"
"10877","60581","107476","107476_60581"
"10878","363287","208727","208727_363287"
"10879","81823","23991","23991_81823"
"10880","298095","70052","70052_298095"
"10881","294810","110960","110960_294810"
"10882","306868","17828","17828_306868"
"10883","308976","77035","77035_308976"
"10884","81667","14693","14693_81667"
"10885","100911970","73490","73490_100911970"
"10886","361645","67711","67711_361645"
"10887","289217","66052","66052_289217"
"10888","58817","20334","20334_58817"
"10889","497943","216871","216871_497943"
"10890","293454","28018","28018_293454"
"10891","303803","75785","75785_303803"
"10892","29140","20621","20621_29140"
"10893","363253","68818","68818_363253"
"10894","360772","100494","100494_360772"
"10895","314128","72658","72658_314128"
"10896","691416","329738","329738_691416"
"10897","29308","11861","11861_29308"
"10898","289486","231470","231470_289486"
"10899","312132","71900","71900_312132"
"10900","288514","68510","68510_288514"
"10901","100361517","66506","66506_100361517"
"10902","25291","11745","11745_25291"
"10903","291137","57441","57441_291137"
"10904","25667","110075","110075_25667"
"10905","100362554","432940","432940_100362554"
"10906","310190","223433","223433_310190"
"10907","64189","18475","18475_64189"
"10908","78964","104443","104443_78964"
"10909","360477","74022","74022_360477"
"10910","502617","77996","77996_502617"
"10911","294900","21985","21985_294900"
"10912","363056","235315","235315_363056"
"10913","85256","56017","56017_85256"
"10914","361916","66371","66371_361916"
"10915","299569","54194","54194_299569"
"10916","304477","208628","208628_304477"
"10917","362612","57317","57317_362612"
"10918","311842","227693","227693_311842"
"10919","363274","69453","69453_363274"
"10920","100362331","407790","407790_100362331"
"10921","306570","11733","11733_306570"
"10922","29177","15444","15444_29177"
"10923","313574","230718","230718_313574"
"10924","192269","20024","20024_192269"
"10925","100361238","320292","320292_100361238"
"10926","65189","56274","56274_65189"
"10927","25339","18162","18162_25339"
"10928","294680","218490","218490_294680"
"10929","65151","15473","15473_65151"
"10930","364064","69051","69051_364064"
"10931","287877","209027","209027_287877"
"10932","59101","66180","66180_59101"
"10933","305623","72392","72392_305623"
"10934","305895","28199","28199_305895"
"10935","294239","51793","51793_294239"
"10936","497099","381246","381246_497099"
"10937","78959","58810","58810_78959"
"10938","191595","171180","171180_191595"
"10939","171500","29819","29819_171500"
"10940","308201","67045","67045_308201"
"10941","362102","110854","110854_362102"
"10942","311849","12908","12908_311849"
"10943","313167","230082","230082_313167"
"10944","360668","74136","74136_360668"
"10945","311864","22245","22245_311864"
"10946","362376","67138","67138_362376"
"10947","362923","76740","76740_362923"
"10948","498034","63828","63828_498034"
"10949","303755","238024","238024_303755"
"10950","363474","68316","68316_363474"
"10951","296284","16569","16569_296284"
"10952","311861","98970","98970_311861"
"10953","363476","77929","77929_363476"
"10954","641434","71679","71679_641434"
"10955","192263","327942","327942_192263"
"10956","360553","327956","327956_360553"
"10957","362021","76123","76123_362021"
"10958","29648","18221","18221_29648"
"10959","688841","620592","620592_688841"
"10960","310233","170753","170753_310233"
"10961","297867","93760","93760_297867"
"10962","58845","18518","18518_58845"
"10963","502919","50540","50540_502919"
"10964","307897","74032","74032_307897"
"10965","364380","105501","105501_364380"
"10966","311569","60525","60525_311569"
"10967","64046","17535","17535_64046"
"10968","296865","76130","76130_296865"
"10969","246211","101502","101502_246211"
"10970","287953","15547","15547_287953"
"10971","311204","228368","228368_311204"
"10972","361677","54473","54473_361677"
"10973","691857","72135","72135_691857"
"10974","363098","72278","72278_363098"
"10975","295965","13661","13661_295965"
"10976","687750","98952","98952_687750"
"10977","311856","74270","74270_311856"
"10978","361917","66361","66361_361917"
"10979","305000","26909","26909_305000"
"10980","300078","54152","54152_300078"
"10981","307905","22224","22224_307905"
"10982","192275","13135","13135_192275"
"10983","497941","56310","56310_497941"
"10984","360803","76167","76167_360803"
"10985","499529","17993","17993_499529"
"10986","501582","14853","14853_501582"
"10987","24420","14852","14852_24420"
"10988","25272","26414","26414_25272"
"10989","304721","94184","94184_304721"
"10990","304601","116848","116848_304601"
"10991","292759","71984","71984_292759"
"10992","362919","223593","223593_362919"
"10993","54233","12352","12352_54233"
"10994","302669","56078","56078_302669"
"10995","307917","234825","234825_307917"
"10996","261738","229320","229320_261738"
"10997","305751","69721","69721_305751"
"10998","690043","70238","70238_690043"
"10999","406864","114584","114584_406864"
"11000","314300","71952","71952_314300"
"11001","362229","24128","24128_362229"
"11002","64522","246787","246787_64522"
"11003","317646","22121","22121_317646"
"11004","192218","81601","81601_192218"
"11005","302934","19041","19041_302934"
"11006","102238592","102216272","102216272_102238592"
"11007","292737","233016","233016_292737"
"11008","691123","329731","329731_691123"
"11009","83799","83768","83768_83799"
"11010","65034","68070","68070_65034"
"11011","689909","208908","208908_689909"
"11012","170808","170725","170725_170808"
"11013","360478","432995","432995_360478"
"11014","363035","235132","235132_363035"
"11015","310244","67306","67306_310244"
"11016","682937","245880","245880_682937"
"11017","292027","23837","23837_292027"
"11018","681070","64435","64435_681070"
"11019","300474","235130","235130_300474"
"11020","296321","329547","329547_296321"
"11021","29469","16803","16803_29469"
"11022","84599","68581","68581_84599"
"11023","362145","78830","78830_362145"
"11024","303652","16834","16834_303652"
"11025","295956","76501","76501_295956"
"11026","360618","66612","66612_360618"
"11027","361614","319604","319604_361614"
"11028","25257","14431","14431_25257"
"11029","308453","76889","76889_308453"
"11030","689414","73095","73095_689414"
"11031","290946","69577","69577_290946"
"11032","306164","76355","76355_306164"
"11033","289874","66753","66753_289874"
"11034","362258","109275","109275_362258"
"11035","117505","13009","13009_117505"
"11036","64028","53424","53424_64028"
"11037","360973","78926","78926_360973"
"11038","500288","14911","14911_500288"
"11039","65199","56461","56461_65199"
"11040","362945","378937","378937_362945"
"11041","303735","672511","672511_303735"
"11042","310375","72465","72465_310375"
"11043","307956","52202","52202_307956"
"11044","295171","27059","27059_295171"
"11045","307907","234797","234797_307907"
"11046","290986","67269","67269_290986"
"11047","497778","110074","110074_497778"
"11048","29738","16498","16498_29738"
"11049","362974","223739","223739_362974"
"11050","304573","18973","18973_304573"
"11051","294074","74107","74107_294074"
"11052","689134","20335","20335_689134"
"11053","313874","240168","240168_313874"
"11054","298584","12345","12345_298584"
"11055","64551","235072","235072_64551"
"11056","29752","14109","14109_29752"
"11057","303635","208659","208659_303635"
"11058","690374","217333","217333_690374"
"11059","25521","19085","19085_25521"
